°üÃø¼Ò¸í:°æÆ÷´ëÇØ¼ö¿åÀå
À§µµ:37.808972
°æµµ:128.931889
°üÃø½Ã°£	À¯¼Ó(cm/s)	À¯Çâ(16points)	À¯Çâ(deg)	¼ö¿Â(¡É)	À¯ÀÇÆÄ°í(m)	À¯ÀÇÆÄÁÖ±â(sec)	ÃÖ´ëÆÄ°í(m)	ÃÖ´ëÆÄÁÖ±â(sec)	Ç³¼Ó(m/s)		Ç³Çâ(deg)	±â¿Â(¡É)	±â¾Ð(hPa)	½ÃÁ¤(m)	ÆÄÇâ(deg)	
2023/08/14 20:00:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/14 20:05:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/14 20:10:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/14 20:15:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/14 20:20:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/14 20:25:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/14 20:30:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/14 20:35:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/14 20:40:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/14 20:45:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/14 20:50:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/14 20:55:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/14 21:00:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/14 21:05:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/14 21:10:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/14 21:15:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/14 21:20:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/14 21:25:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/14 21:30:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/14 21:35:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/14 21:40:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/14 21:45:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/14 21:50:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/14 21:55:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/14 22:00:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/14 22:05:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/14 22:10:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/14 22:15:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/14 22:20:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/14 22:25:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/14 22:30:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/14 22:35:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/14 22:40:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/14 22:45:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/14 22:50:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/14 22:55:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/14 23:00:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/14 23:05:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/14 23:10:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/14 23:15:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/14 23:20:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/14 23:25:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/14 23:30:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/14 23:35:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/14 23:40:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/14 23:45:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/14 23:50:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/14 23:55:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 00:00:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 00:05:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 00:10:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 00:15:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 00:20:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 00:25:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 00:30:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 00:35:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 00:40:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 00:45:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 00:50:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 00:55:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 01:00:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 01:05:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 01:10:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 01:15:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 01:20:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 01:25:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 01:30:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 01:35:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 01:40:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 01:45:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 01:50:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 01:55:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 02:00:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 02:05:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 02:10:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 02:15:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 02:20:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 02:25:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 02:30:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 02:35:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 02:40:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 02:45:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 02:50:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 02:55:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 03:00:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 03:05:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 03:10:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 03:15:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 03:20:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 03:25:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 03:30:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 03:35:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 03:40:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 03:45:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 03:50:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 03:55:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 04:00:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 04:05:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 04:10:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 04:15:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 04:20:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 04:25:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 04:30:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 04:35:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 04:40:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 04:45:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 04:50:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 04:55:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 05:00:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 05:05:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 05:10:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 05:15:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 05:20:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 05:25:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 05:30:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 05:35:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 05:40:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 05:45:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 05:50:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 05:55:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 06:00:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 06:05:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 06:10:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 06:15:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 06:20:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 06:25:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 06:30:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 06:35:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 06:40:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 06:45:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 06:50:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 06:55:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 07:00:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 07:05:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 07:10:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 07:15:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 07:20:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 07:25:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 07:30:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 07:35:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 07:40:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 07:45:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 07:50:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 07:55:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 08:00:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 08:05:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 08:10:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 08:15:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 08:20:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 08:25:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 08:30:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 08:35:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 08:40:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 08:45:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 08:50:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 08:55:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 09:00:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 09:05:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 09:10:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 09:15:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 09:20:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 09:25:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 09:30:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 09:35:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 09:40:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 09:45:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 09:50:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 09:55:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 10:00:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 10:05:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 10:10:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 10:15:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 10:20:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 10:25:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 10:30:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 10:35:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 10:40:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 10:45:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 10:50:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 10:55:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 11:00:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 11:05:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 11:10:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 11:15:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 11:20:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 11:25:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 11:30:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 11:35:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 11:40:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 11:45:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 11:50:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 11:55:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 12:00:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 12:05:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 12:10:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 12:15:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 12:20:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 12:25:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 12:30:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 12:35:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 12:40:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 12:45:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 12:50:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 12:55:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 13:00:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 13:05:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 13:10:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 13:15:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 13:20:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 13:25:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 13:30:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 13:35:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 13:40:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 13:45:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 13:50:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 13:55:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 14:00:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 14:05:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 14:10:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 14:15:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 14:20:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 14:25:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 14:30:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 14:35:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 14:40:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 14:45:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 14:50:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 14:55:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 15:00:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 15:05:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 15:10:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 15:15:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 15:20:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 15:25:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 15:30:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 15:35:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 15:40:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 15:45:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 15:50:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 15:55:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 16:00:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 16:05:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 16:10:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 16:15:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 16:20:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 16:25:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 16:30:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 16:35:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 16:40:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 16:45:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 16:50:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 16:55:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 17:00:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 17:05:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 17:10:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 17:15:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 17:20:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 17:25:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 17:30:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 17:35:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 17:40:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 17:45:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 17:50:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 17:55:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 18:00:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 18:05:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 18:10:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 18:15:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 18:20:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 18:25:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 18:30:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 18:35:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 18:40:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 18:45:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 18:50:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 18:55:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 19:00:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 19:05:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 19:10:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 19:15:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 19:20:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 19:25:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 19:30:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 19:35:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 19:40:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 19:45:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 19:50:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 19:55:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 20:00:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 20:05:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 20:10:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 20:15:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 20:20:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 20:25:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 20:30:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 20:35:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 20:40:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 20:45:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 20:50:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 20:55:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 21:00:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 21:05:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 21:10:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 21:15:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 21:20:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 21:25:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 21:30:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 21:35:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 21:40:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 21:45:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/08/15 21:50:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
